parameterWaterBodyCategory,observedPropertyDeterminandCode,procedureAnalysedFraction,procedureAnalysedMedia,resultUom,phenomenonTimeReferenceYear,parameterSamplingPeriod,resultMeanValue,waterBodyIdentifier,Country,PopulationDensity,TerraMarineProtected_2016_2018,TouristMean_1990_2020,VenueCount,netMigration_2011_2018,droughts_floods_temperature,literacyRate_2010_2018,combustibleRenewables_2009_2014,gdp,composition_food_organic_waste_percent,composition_glass_percent,composition_metal_percent,composition_other_percent,composition_paper_cardboard_percent,composition_plastic_percent,composition_rubber_leather_percent,composition_wood_percent,composition_yard_garden_green_waste_percent,waste_treatment_recycling_percent
RW,EEA_3161-02-2,total,water,mg{N}/L,2006,2006-01--2006-12,2.492,UKSC010669,United Kingdom,274.7089819,26.63751077,25867961,18,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,CAS_7723-14-0,total,water,mg{P}/L,2011,2011-01--2011-12,0.0198909,ATOK900470056,Austria,107.1279669,28.4133153,19909000,4,74021.25,0.038152978,0,13.54645045,4.20E+11,31.4,7,4.4,18.5,19.7,11.1,0,7.9,0,25.66
RW,EEA_3164-08-7,total,water,{massRatio},2008,2008-01--2008-12,38.6866,FRFR634,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3164-08-7,total,water,{massRatio},2008,2008-01--2008-12,102.096,FRFR58,France,122.2994372,30.8319059,71176346,1,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3131-01-9,total,water,%,2008,2008-01--2008-12,97.3333,FRGR0527,France,122.2994372,30.8319059,71176346,1,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3163-01-7,total,water,mg{Si}/L,2008,2008-01--2008-12,12.975,FRGR0527,France,122.2994372,30.8319059,71176346,1,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2008,2008-01--2008-12,0.059144648,FRGR0007F,France,122.2994372,30.8319059,71176346,5,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2008,2008-01--2008-12,14.56983251,FRGR0543,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2008,2008-01--2008-12,0.167798064,FRGR0543,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3164-07-6,total,water,{massRatio},2008,2008-01--2008-12,35.2395,FRGR0543,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3161-03-3,total,water,mg{N}/L,2008,2008-01--2008-12,1.35306,FRGR0543,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3161-05-5,total,water,mg{N}/L,2008,2008-01--2008-12,5.70435,FRGR0543,France,122.2994372,30.8319059,71176346,2,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2008,2008-01--2008-12,7.58081,FRGR0544,France,122.2994372,30.8319059,71176346,3,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3164-01-0,total,water,ug/L,2008,2008-01--2008-12,10.625,FRGR0546,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3163-01-7,total,water,mg{Si}/L,2008,2008-01--2008-12,14.3,FRGR0546,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2008,2008-01--2008-12,19.75132612,FRGR0547B,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.0528,UKSC003800,United Kingdom,274.7089819,26.63751077,25867961,24,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.0346,UKSC006832,United Kingdom,274.7089819,26.63751077,25867961,14,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.0032,UKSC004734,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.0338,UKSC006107,United Kingdom,274.7089819,26.63751077,25867961,84,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.0029,UKSC006500,United Kingdom,274.7089819,26.63751077,25867961,1,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.0035,UKSC006838,United Kingdom,274.7089819,26.63751077,25867961,5,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.1009,UKSC010062,United Kingdom,274.7089819,26.63751077,25867961,4,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.0097,UKSC020054,United Kingdom,274.7089819,26.63751077,25867961,3,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.0081,UKSC020572,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.0157,UKSC020633,United Kingdom,274.7089819,26.63751077,25867961,1,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.0256,UKSC023043,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.0507,UKSC023282,United Kingdom,274.7089819,26.63751077,25867961,4,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.0125,UKSC023294,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3161-05-5,total,water,mg{N}/L,2008,2008-01--2008-12,3.48583,FRGR0543,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3161-02-2,total,water,mg{N}/L,2008,2008-01--2008-12,3.35555,FRGR0543,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2008,2008-01--2008-12,24.89116166,FRGR0543,France,122.2994372,30.8319059,71176346,2,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2008,2008-01--2008-12,0.109959476,FRGR0543,France,122.2994372,30.8319059,71176346,2,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3161-03-3,total,water,mg{N}/L,2008,2008-01--2008-12,0.983951,FRGR0543,France,122.2994372,30.8319059,71176346,2,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2006,2006-01--2006-12,8.1417,UKSC004000,United Kingdom,274.7089819,26.63751077,25867961,5,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3152-01-0,total,water,[pH],2006,2006-01--2006-12,7.15,UKSC006834,United Kingdom,274.7089819,26.63751077,25867961,4,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2009,2009-01--2009-12,0.10948,BG4ST700R021,Bulgaria,64.71109985,28.2937043,4836884,2,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,CAS_7723-14-0,total,water,mg{P}/L,2009,2009-01--2009-12,0.205,BG4ST700R021,Bulgaria,64.71109985,28.2937043,4836884,2,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,CAS_14265-44-2,total,water,mg{P}/L,2009,2009-01--2009-12,0.221,BG4ST400R1072,Bulgaria,64.71109985,28.2937043,4836884,0,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,CAS_14265-44-2,total,water,mg{P}/L,2009,2009-01--2009-12,0.011833,DERW_DESN_674-10,Germany,237.3075967,38.76723399,22635423,0,582211,0.032824574,0,3.746739915,3.78E+12,30,10,1.4,17.7,24,13,4,0,0,47.83
RW,EEA_3121-01-5,total,water,Cel,2009,2009-01--2009-12,12.5593,DERW_DESN_674-10,Germany,237.3075967,38.76723399,22635423,0,582211,0.032824574,0,3.746739915,3.78E+12,30,10,1.4,17.7,24,13,4,0,0,47.83
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2009,2009-01--2009-12,0.080425296,DERW_DEST_EL03OW01-00,Germany,237.3075967,38.76723399,22635423,7,582211,0.032824574,0,3.746739915,3.78E+12,30,10,1.4,17.7,24,13,4,0,0,47.83
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2009,2009-01--2009-12,15.02253753,DERW_DEST_EL03OW01-00,Germany,237.3075967,38.76723399,22635423,7,582211,0.032824574,0,3.746739915,3.78E+12,30,10,1.4,17.7,24,13,4,0,0,47.83
RW,CAS_7723-14-0,total,water,mg{P}/L,2009,2009-01--2009-12,0.143333,DERW_DEST_EL03OW01-00,Germany,237.3075967,38.76723399,22635423,7,582211,0.032824574,0,3.746739915,3.78E+12,30,10,1.4,17.7,24,13,4,0,0,47.83
RW,CAS_7723-14-0,total,water,mg{P}/L,2009,2009-01--2009-12,0.182143,DERW_DEST_MEL07OW01-00,Germany,237.3075967,38.76723399,22635423,4,582211,0.032824574,0,3.746739915,3.78E+12,30,10,1.4,17.7,24,13,4,0,0,47.83
RW,CAS_7723-14-0,total,water,mg{P}/L,2009,2009-01--2009-12,0.09,DERW_DEST_SE04OW01-00,Germany,237.3075967,38.76723399,22635423,1,582211,0.032824574,0,3.746739915,3.78E+12,30,10,1.4,17.7,24,13,4,0,0,47.83
RW,EEA_3131-01-9,total,water,%,2009,2009-01--2009-12,100.525,BG3AR700R039,Bulgaria,64.71109985,28.2937043,4836884,2,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2009,2009-01--2009-12,0.677331,BG3AR100R002,Bulgaria,64.71109985,28.2937043,4836884,0,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2009,2009-01--2009-12,1.305965,BG3AR500R020,Bulgaria,64.71109985,28.2937043,4836884,65,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3133-03-7,total,water,mg{O2}/L,2009,2009-01--2009-12,17.35,BG3AR700R029,Bulgaria,64.71109985,28.2937043,4836884,1,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3161-01-1,total,water,mg{N}/L,2009,2009-01--2009-12,1.4,BG3AR700R029,Bulgaria,64.71109985,28.2937043,4836884,1,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2009,2009-01--2009-12,3.665556,BG3AR700R029,Bulgaria,64.71109985,28.2937043,4836884,1,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3142-01-6,total,water,uS/cm,2009,2009-01--2009-12,384.667,BG3AR400R074,Bulgaria,64.71109985,28.2937043,4836884,1,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3121-01-5,total,water,Cel,2009,2009-01--2009-12,13.8,BG3AR400R074,Bulgaria,64.71109985,28.2937043,4836884,1,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3131-01-9,total,water,%,2009,2009-01--2009-12,104.05,BG3AR100R006,Bulgaria,64.71109985,28.2937043,4836884,5,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3131-01-9,total,water,%,2009,2009-01--2009-12,99.95,BG4ME100R113,Bulgaria,64.71109985,28.2937043,4836884,1,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3133-01-5,total,water,mg{O2}/L,2009,2009-01--2009-12,2.595,BG4ST300R073,Bulgaria,64.71109985,28.2937043,4836884,0,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3133-03-7,total,water,mg{O2}/L,2009,2009-01--2009-12,34.725,BG4ST600R1036,Bulgaria,64.71109985,28.2937043,4836884,4,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3161-01-1,total,water,mg{N}/L,2009,2009-01--2009-12,1.965,BG4ST600R1036,Bulgaria,64.71109985,28.2937043,4836884,4,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3133-02-6,total,water,mg{O2}/L,2012,2012-01--2012-12,1.3075,LT140101603,Lithuania,44.72307577,17.62253776,1538269,0,-38764.875,0,11.09062195,12.93829042,45735444769,40.4,8.65,2.75,44.05,10.05,10.15,0,0.6,0,22.92
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.68,BG3AR500R020,Bulgaria,64.71109985,28.2937043,4836884,65,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2009,2009-01--2009-12,0.114632,BG3AR700R029,Bulgaria,64.71109985,28.2937043,4836884,1,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,CAS_14265-44-2,total,water,mg{P}/L,2009,2009-01--2009-12,0.092,BG3AR400R074,Bulgaria,64.71109985,28.2937043,4836884,1,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3131-01-9,total,water,%,2009,2009-01--2009-12,100.6,BG3AR400R074,Bulgaria,64.71109985,28.2937043,4836884,1,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,CAS_14265-44-2,total,water,mg{P}/L,2009,2009-01--2009-12,0.207,BG4ME100R113,Bulgaria,64.71109985,28.2937043,4836884,1,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3121-01-5,total,water,Cel,2009,2009-01--2009-12,12.544,BG4ME100R113,Bulgaria,64.71109985,28.2937043,4836884,1,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3133-06-0,total,water,mg{C}/L,2009,2009-01--2009-12,3.508,BG4ME100R113,Bulgaria,64.71109985,28.2937043,4836884,1,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2009,2009-01--2009-12,0.0578072,BG4ST700R017,Bulgaria,64.71109985,28.2937043,4836884,2,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2009,2009-01--2009-12,34.07125448,FRHR205,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3164-08-7,total,water,{massRatio},2009,2009-01--2009-12,542.822,FRHR205,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3164-01-0,total,water,ug/L,2009,2009-01--2009-12,9.54375,FRHR202B,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3133-03-7,total,water,mg{O2}/L,2009,2009-01--2009-12,12.6333,FRHR232B,France,122.2994372,30.8319059,71176346,3,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3164-01-0,total,water,ug/L,2009,2009-01--2009-12,5.9625,FRHR232B,France,122.2994372,30.8319059,71176346,3,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3161-01-1,total,water,mg{N}/L,2009,2009-01--2009-12,2.33583,FRHR232B,France,122.2994372,30.8319059,71176346,3,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3161-05-5,total,water,mg{N}/L,2009,2009-01--2009-12,8.62892,FRHR232B,France,122.2994372,30.8319059,71176346,3,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3164-01-0,total,water,ug/L,2009,2009-01--2009-12,1.5,FRHR233,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3121-01-5,total,water,Cel,2009,2009-01--2009-12,11.4917,FRHR264A,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3161-05-5,total,water,mg{N}/L,2009,2009-01--2009-12,5.78869,FRHR233,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3133-01-5,total,water,mg{O2}/L,2009,2009-01--2009-12,1.85889,FRHR230C,France,122.2994372,30.8319059,71176346,3,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
GW,CAS_330-54-1,total,water,ug/L,2016,2015-10-01--2016-09-30,0.05,ES060MSBT060-047,Spain,93.67719744,15.04788408,50941692,4,-40055.25,0.729193518,87.15892368,4.363288335,1.46E+12,49,8,3,14,15,9,0,2,0,16.84
GW,CAS_959-98-8,total,water,ug/L,2016,2015-10-01--2016-09-30,0.01,ES060MSBT060-047,Spain,93.67719744,15.04788408,50941692,4,-40055.25,0.729193518,87.15892368,4.363288335,1.46E+12,49,8,3,14,15,9,0,2,0,16.84
GW,CAS_33213-65-9,total,water,ug/L,2016,2015-10-01--2016-09-30,0.01,ES060MSBT060-047,Spain,93.67719744,15.04788408,50941692,4,-40055.25,0.729193518,87.15892368,4.363288335,1.46E+12,49,8,3,14,15,9,0,2,0,16.84
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2009,2009-01--2009-12,0.03864,BG4ST700R017,Bulgaria,64.71109985,28.2937043,4836884,2,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3133-03-7,total,water,mg{O2}/L,2009,2009-01--2009-12,10,BG4ST300R073,Bulgaria,64.71109985,28.2937043,4836884,0,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3142-01-6,total,water,uS/cm,2009,2009-01--2009-12,312.75,BG4ST600R1036,Bulgaria,64.71109985,28.2937043,4836884,4,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.715,BG4ST600R1036,Bulgaria,64.71109985,28.2937043,4836884,4,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3131-01-9,total,water,%,2009,2009-01--2009-12,74,BG4ST700R021,Bulgaria,64.71109985,28.2937043,4836884,2,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3142-01-6,total,water,uS/cm,2009,2009-01--2009-12,377.875,BG4ST400R1072,Bulgaria,64.71109985,28.2937043,4836884,0,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.769,BG4ST400R1072,Bulgaria,64.71109985,28.2937043,4836884,0,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3133-01-5,total,water,mg{O2}/L,2009,2009-01--2009-12,1.3,BG4ST800R016,Bulgaria,64.71109985,28.2937043,4836884,1,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3161-05-5,total,water,mg{N}/L,2009,2009-01--2009-12,0.2855,FI24_011_Y02,Finland,18.14854727,14.17718214,2147000,2,18927,0.000387043,0,21.00745722,2.53E+11,35.88,9.24,1.7,13.13,37.83,1.45,0,0.73,0,28.12
RW,EEA_3133-06-0,total,water,mg{C}/L,2009,2009-01--2009-12,11.1632,FI24_011_Y02,Finland,18.14854727,14.17718214,2147000,2,18927,0.000387043,0,21.00745722,2.53E+11,35.88,9.24,1.7,13.13,37.83,1.45,0,0.73,0,28.12
RW,CAS_7723-14-0,total,water,mg{P}/L,2009,2009-01--2009-12,0.107,FI21_011_Y01,Finland,18.14854727,14.17718214,2147000,33,18927,0.000387043,0,21.00745722,2.53E+11,35.88,9.24,1.7,13.13,37.83,1.45,0,0.73,0,28.12
RW,CAS_15307-86-5,total,water,ug/L,2010,2010-01-25--2010-12-13,0.02,CZHSL_2050,Czech Republic,137.6577053,21.99909212,6063076,6,21256.75,0.155745988,11.09255897,5.758580373,2.31E+11,62.3,2.4,8.4,14.9,9.1,2.2,0,0.7,0,25.5
RW,CAS_15307-86-5,total,water,ug/L,2010,2010-01-06--2010-12-08,0.19283,CZBER_0350,Czech Republic,137.6577053,21.99909212,6063076,5,21256.75,0.155745988,11.09255897,5.758580373,2.31E+11,62.3,2.4,8.4,14.9,9.1,2.2,0,0.7,0,25.5
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2008,2008-01--2008-12,0.0361295,UKSC010092,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3161-05-5,total,water,mg{N}/L,2009,2009-01--2009-12,2.88868,FRGR0362,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2009,2009-01--2009-12,0.649152,BG4ST400R1072,Bulgaria,64.71109985,28.2937043,4836884,0,-6059.125,0.00855316,10.92804972,5.478176069,56792405577,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,CAS_15307-86-5,total,water,ug/L,2011,2011-01-26--2011-12-14,0.02,CZOHL_0200,Czech Republic,137.6577053,21.99909212,6063076,0,21256.75,0.155745988,11.09255897,5.758580373,2.31E+11,62.3,2.4,8.4,14.9,9.1,2.2,0,0.7,0,25.5
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2009,2009-01--2009-12,0.9943042,ES080MSPF10-03,Spain,93.67719744,15.04788408,50941692,1,-40055.25,0.729193518,87.15892368,4.363288335,1.46E+12,49,8,3,14,15,9,0,2,0,16.84
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2009,2009-01--2009-12,0.00755435,ES080MSPF10-03,Spain,93.67719744,15.04788408,50941692,1,-40055.25,0.729193518,87.15892368,4.363288335,1.46E+12,49,8,3,14,15,9,0,2,0,16.84
RW,EEA_3133-06-0,total,water,mg{C}/L,2009,2009-01--2009-12,2.6333,ES080MSPF10-03,Spain,93.67719744,15.04788408,50941692,1,-40055.25,0.729193518,87.15892368,4.363288335,1.46E+12,49,8,3,14,15,9,0,2,0,16.84
